log10popdens,logpartyratio,County,State,FIPS
2.106150461,0.09142442,Riverside County,California,6065
2.780958283,0.518383603,Sacramento County,California,6067
1.218012358,0.440241978,San Benito County,California,6069
1.613855406,0.207474217,San Bernardino County,California,6071
2.481434244,0.382861924,San Diego County,California,6073
3.855409537,2.203665645,San Francisco County,California,6075
2.307579427,0.27334075,San Joaquin County,California,6077
1.517513366,0.179066594,San Luis Obispo County,California,6079
2.8190005,1.407726513,San Mateo County,California,6081
1.79684949,0.622211864,Santa Barbara County,California,6083
2.759545749,1.257718638,Santa Clara County,California,6085
2.375598982,1.441224132,Santa Cruz County,California,6087
1.26279896,-0.843550363,Shasta County,California,6089
0.074400256,-0.55604393,Sierra County,California,6091
0.42771625,-0.456045135,Siskiyou County,California,6093
2.313960828,0.67245879,Solano County,California,6095
2.089293578,1.13159088,Sonoma County,California,6097
2.14359731,0.013329081,Stanislaus County,California,6099
1.788415066,-0.349464497,Sutter County,California,6101
0.918911606,-0.824116702,Tehama County,California,6103
0.193683661,-0.250069873,Trinity County,California,6105
1.566468797,-0.255638795,Tulare County,California,6107
0.972021656,-0.452218198,Tuolumne County,California,6109
2.249755657,0.361532448,Ventura County,California,6111
1.912742715,0.961250459,Yolo County,California,6113
1.663880862,-0.53186348,Yuba County,California,6115
2.216364677,0.158355519,Adams County,Colorado,8001
0.943825557,0.044207876,Alamosa County,Colorado,8003
2.488651827,0.302491426,Arapahoe County,Colorado,8005
0.567199491,-0.531266148,Archuleta County,Colorado,8007
-0.2688716,-1.820130163,Baca County,Colorado,8009
0.171008665,-0.696583612,Bent County,Colorado,8011
2.232089826,1.168487558,Boulder County,Colorado,8013
2.888474449,0.313652168,Broomfield County,Colorado,8014
0.863403894,-0.101519079,Chaffee County,Colorado,8015
-0.353879737,-1.963747855,Cheyenne County,Colorado,8017
0.962042464,0.063481698,Clear Creek County,Colorado,8019
0.387707467,-0.072599214,Conejos County,Colorado,8021
0.064320824,0.646463231,Costilla County,Colorado,8023
0.441000044,-1.15736775,Crowley County,Colorado,8025
0.384795755,-0.94912103,Custer County,Colorado,8027
1.01108931,-1.051401905,Delta County,Colorado,8029
3.242176962,1.386655228,Denver County,Colorado,8031
-0.176477732,-1.416665457,Dolores County,Colorado,8033
2.178979745,-0.401584567,Douglas County,Colorado,8035
1.095494003,0.439429349,Eagle County,Colorado,8037
0.720079381,-1.328365709,Elbert County,Colorado,8039
2.096651336,-0.511738191,El Paso County,Colorado,8041
1.073253159,-1.049461871,Fremont County,Colorado,8043
0.884679723,-0.154035929,Garfield County,Colorado,8045
1.183527083,0.043784356,Gilpin County,Colorado,8047
0.498364733,-0.297053509,Grand County,Colorado,8049
0.29472903,0.444291266,Gunnison County,Colorado,8051
-0.517946152,-0.54279638,Hinsdale County,Colorado,8053
0.203446922,-0.139415334,Huerfano County,Colorado,8055
-0.508522471,-1.30087661,Jackson County,Colorado,8057
2.45964427,0.153798501,Jefferson County,Colorado,8059
-0.499664658,-2.076690506,Kiowa County,Colorado,8061
0.134892378,-1.705093695,Kit Carson County,Colorado,8063
0.890409722,0.235722334,Lake County,Colorado,8065
1.100030363,0.20444688,La Plata County,Colorado,8067
1.701559876,0.109334502,Larimer County,Colorado,8069
0.059562043,-0.335488038,Las Animas County,Colorado,8071
-0.080390198,-1.546335284,Lincoln County,Colorado,8073
0.658454881,-1.372636677,Logan County,Colorado,8075
1.240482523,-0.831364469,Mesa County,Colorado,8077
-0.44028325,-0.372581515,Mineral County,Colorado,8079
0.026570002,-1.801060099,Moffat County,Colorado,8081
0.692800489,-0.684307203,Montezuma County,Colorado,8083
0.851884255,-0.967057959,Montrose County,Colorado,8085
0.930453709,-0.951963946,Morgan County,Colorado,8087
0.748705536,-0.552861541,Otero County,Colorado,8089
0.52715519,0.23430023,Ouray County,Colorado,8091
0.485834431,-0.591295208,Park County,Colorado,8093
0.38444197,-1.412887161,Phillips County,Colorado,8095
0.852687941,1.054430839,Pitkin County,Colorado,8097
0.453342217,-1.095481505,Prowers County,Colorado,8099
1.425671414,0.007146607,Pueblo County,Colorado,8101
-0.110715975,-1.860187647,Rio Blanco County,Colorado,8103
0.681762303,-0.432796001,Rio Grande County,Colorado,8105
0.609164357,0.374365662,Routt County,Colorado,8107
-0.103390486,0.192935305,Saguache County,Colorado,8109
-0.265987983,0.209091797,San Juan County,Colorado,8111
0.378565338,1.055630464,San Miguel County,Colorado,8113
0.218957208,-1.33539523,Sedgwick County,Colorado,8115
1.285844274,0.629345617,Summit County,Colorado,8117
1.223064908,-0.993575417,Teller County,Colorado,8119
-0.129522568,-2.067256884,Washington County,Colorado,8121
1.456164993,-0.503389993,Weld County,Colorado,8123
0.215967932,-1.678335674,Yuma County,Colorado,8125
2.76597873,0.428934718,Fairfield County,Connecticut,9001
2.672129103,0.457801496,Hartford County,Connecticut,9003
1.885197097,-0.29259018,Litchfield County,Connecticut,9005
2.232484854,0.153808621,Middlesex County,Connecticut,9007
2.739459197,0.251209188,New Haven County,Connecticut,9009
2.193346244,0.142799068,New London County,Connecticut,9011
2.153295339,0.123321754,Tolland County,Connecticut,9013
1.943113039,-0.167160054,Windham County,Connecticut,9015
2.061544052,-0.103652757,Kent County,Delaware,10001
2.701369026,0.644568965,New Castle County,Delaware,10003
1.956883651,-0.464914932,Sussex County,Delaware,10005
3.635780471,3.114593821,District of Columbia,District of Columbia,11001
2.064877893,0.481152183,Alachua County,Florida,12001
1.263185985,-1.583925838,Baker County,Florida,12003
1.967949057,-1.050490443,Bay County,Florida,12005
1.549434585,-1.114558342,Bradford County,Florida,12007
2.341190031,-0.418391039,Brevard County,Florida,12009
2.787239174,0.749391433,Broward County,Florida,12011
0.992550345,-1.324341491,Calhoun County,Florida,12013
2.001347371,-0.588421459,Charlotte County,Florida,12015
1.977445924,-0.870717,Citrus County,Florida,12017
2.121684623,-0.992242908,Clay County,Florida,12019
1.847481524,-0.546878744,Collier County,Florida,12021
1.524453577,-0.985506413,Columbia County,Florida,12023
1.34386154,-0.583968342,DeSoto County,Florida,12027
0.954271136,-1.522626942,Dixie County,Florida,12029
2.669994018,-0.031108078,Duval County,Florida,12031
2.26264541,-0.436483276,Escambia County,Florida,12033
1.930778267,-0.430218735,Flagler County,Florida,12035
0.919713583,-0.862875388,Franklin County,Florida,12037
1.536723742,0.80241317,Gadsden County,Florida,12039
1.288895628,-1.531680398,Gilchrist County,Florida,12041
0.805938566,-0.857474074,Glades County,Florida,12043
1.049256846,-1.132060223,Gulf County,Florida,12045
1.030316786,-0.593853299,Hamilton County,Florida,12047
1.217181927,-0.891868228,Hardee County,Florida,12049
1.127095075,-0.295030279,Hendry County,Florida,12051
2.173775531,-0.617996681,Hernando County,Florida,12053
1.588287469,-0.683266978,Highlands County,Florida,12055
2.716843233,0.141737643,Hillsborough County,Florida,12057
1.19496955,-2.171866638,Holmes County,Florida,12059
2.064251965,-0.515690139,Indian River County,Florida,12061
1.309267002,-0.801784477,Jackson County,Florida,12063
0.95931804,-0.105360515,Jefferson County,Florida,12065
0.793314457,-1.691420482,Lafayette County,Florida,12067
2.134173556,-0.487156818,Lake County,Florida,12069
2.550021272,-0.426900062,Lee County,Florida,12071
2.222232305,0.536246816,Leon County,Florida,12073
1.139806143,-0.994146198,Levy County,Florida,12075
0.587188802,-1.362196809,Liberty County,Florida,12077
1.010324049,-0.318608414,Madison County,Florida,12079
2.288336453,-0.35823144,Manatee County,Florida,12081
1.927782425,-0.552985696,Marion County,Florida,12083
2.048778753,-0.567269764,Martin County,Florida,12085
2.742086234,0.624415657,Miami-Dade County,Florida,12086
1.476803642,-0.144050312,Monroe County,Florida,12087
1.680887904,-1.148766579,Nassau County,Florida,12089
1.920737808,-1.107778257,Okaloosa County,Florida,12091
1.309083557,-0.860045578,Okeechobee County,Florida,12093
2.752202705,0.524349967,Orange County,Florida,12095
1.993309971,0.528971694,Osceola County,Florida,12097
2.45345366,0.31606906,Palm Beach County,Florida,12099
2.421649249,-0.455638122,Pasco County,Florida,12101
3.13065853,-0.022959321,Pinellas County,Florida,12103
2.157327858,-0.293892373,Polk County,Florida,12105
1.586578656,-0.790700077,Putnam County,Florida,12107
2.180031069,-0.722444037,St. Johns County,Florida,12109
2.314686462,-0.050149133,St. Lucie County,Florida,12111
1.812935549,-1.26408189,Santa Rosa County,Florida,12113
2.455998538,-0.239415697,Sarasota County,Florida,12115
2.754274213,-0.034013593,Seminole County,Florida,12117
1.923540964,-0.845712176,Sumter County,Florida,12119
1.391467216,-1.283949382,Suwannee County,Florida,12121
0.912638591,-1.169846582,Taylor County,Florida,12123
1.383060037,-1.504953627,Union County,Florida,12125
2.267151809,-0.271738919,Volusia County,Florida,12127
1.307407401,-0.882325732,Wakulla County,Florida,12129
1.389221288,-1.320443218,Walton County,Florida,12131
1.210121046,-1.339437313,Washington County,Florida,12133
1.146694965,-1.342824744,Appling County,Georgia,13001
0.969007563,-0.989947042,Atkinson County,Georgia,13003
1.183556744,-1.709976277,Bacon County,Georgia,13005
0.556384849,-0.175890665,Baker County,Georgia,13007
1.829871306,0.035006129,Baldwin County,Georgia,13009
1.488515773,-2.19299211,Banks County,Georgia,13011
2.265631175,-1.165475234,Barrow County,Georgia,13013
1.939840182,-1.292534052,Bartow County,Georgia,13015
1.422915487,-0.576495537,Ben Hill County,Georgia,13017
1.209567841,-1.647697552,Berrien County,Georgia,13019
2.375888597,0.420099194,Bibb County,Georgia,13021
1.358870815,-1.223076186,Bleckley County,Georgia,13023
1.208887402,-2.19542795,Brantley County,Georgia,13025
1.087508733,-0.384751523,Brooks County,Georgia,13027
1.500586996,-0.963821346,Bryan County,Georgia,13029
1.630587224,-0.496377676,Bulloch County,Georgia,13031
1.022324949,0.051849808,Burke County,Georgia,13033
1.698280453,-0.962293362,Butts County,Georgia,13035
0.947024706,0.351353211,Calhoun County,Georgia,13037
1.509079898,-0.73121937,Camden County,Georgia,13039
1.235498128,-0.955962505,Candler County,Georgia,13043
1.953117906,-0.881161461,Carroll County,Georgia,13045
2.198258882,-1.475696813,Catoosa County,Georgia,13047
0.807934334,-1.077813149,Charlton County,Georgia,13049
2.408046836,0.301323174,Chatham County,Georgia,13051
1.223056296,-0.229531201,Chattahoochee County,Georgia,13053
1.485454123,-1.387689168,Chattooga County,Georgia,13055
2.345988383,-1.162672084,Cherokee County,Georgia,13057
2.60588372,0.843971646,Clarke County,Georgia,13059
0.773034907,0.208191332,Clay County,Georgia,13061
2.880500596,1.866520268,Clayton County,Georgia,13063
0.504400072,-0.922983615,Clinch County,Georgia,13065
2.927724316,0.043683912,Cobb County,Georgia,13067
1.447236653,-0.850610567,Coffee County,Georgia,13069
1.507718273,-1.05045776,Colquitt County,Georgia,13071
2.29237854,-0.825392161,Columbia County,Georgia,13073
1.463362171,-0.868356367,Cook County,Georgia,13075
2.090056436,-0.942095389,Coweta County,Georgia,13077
1.166390444,-0.939831061,Crawford County,Georgia,13079
1.509889197,-0.470664786,Crisp County,Georgia,13081
1.556441924,-1.654421187,Dade County,Georgia,13083
1.640462395,-1.923095471,Dawson County,Georgia,13085
1.239272193,-0.381296237,Decatur County,Georgia,13087
3.030110545,1.615629387,DeKalb County,Georgia,13089
1.211801087,-1.006039825,Dodge County,Georgia,13091
1.135889146,-0.042626817,Dooly County,Georgia,13093
2.029252002,0.820154945,Dougherty County,Georgia,13095
2.437262225,0.222086669,Douglas County,Georgia,13097
0.891780475,-0.164457002,Early County,Georgia,13099
0.564440216,-1.863881347,Echols County,Georgia,13101
1.675111867,-1.303658623,Effingham County,Georgia,13103
1.324846926,-0.742753772,Elbert County,Georgia,13105
1.105991653,-0.784226174,Emanuel County,Georgia,13107
1.354979563,-0.754916384,Evans County,Georgia,13109
1.395593081,-1.611726955,Fannin County,Georgia,13111
2.344833784,-0.409798856,Fayette County,Georgia,13113
1.865266162,-0.968690021,Floyd County,Georgia,13115
2.577572175,-1.091759131,Forsyth County,Georgia,13117
1.521582508,-1.736067016,Franklin County,Georgia,13119
2.874515749,0.937607233,Fulton County,Georgia,13121
1.433066044,-1.677646161,Gilmer County,Georgia,13123
0.907530031,-2.19157256,Glascock County,Georgia,13125
1.888062432,-0.604383934,Glynn County,Georgia,13127
1.789730017,-1.563763165,Gordon County,Georgia,13129
1.325819964,-0.699284713,Grady County,Georgia,13131
1.228096527,-0.541289841,Greene County,Georgia,13133
2.908025501,0.119554383,Gwinnett County,Georgia,13135
1.790788701,-1.669536467,Habersham County,Georgia,13137
2.284496951,-1.162984417,Hall County,Georgia,13139
0.844823036,1.164561824,Hancock County,Georgia,13141
1.597937304,-1.871593407,Haralson County,Georgia,13143
1.446537105,-1.072552991,Harris County,Georgia,13145
1.629192077,-1.036865924,Hart County,Georgia,13147
1.182739435,-1.51197198,Heard County,Georgia,13149
2.428385182,0.089254648,Henry County,Georgia,13151
2.192382631,-0.453590733,Houston County,Georgia,13153
1.004240228,-1.113851386,Irwin County,Georgia,13155
1.873578567,-1.582632977,Jackson County,Georgia,13157
1.159748431,-1.036488812,Jasper County,Georgia,13159
1.242812597,-1.515724682,Jeff Davis County,Georgia,13161
1.063148628,0.219932646,Jefferson County,Georgia,13163
0.991779454,-0.535077882,Jenkins County,Georgia,13165
1.093345418,-0.796348677,Johnson County,Georgia,13167
1.446849317,-0.7404933,Jones County,Georgia,13169
1.590541477,-0.826926668,Lamar County,Georgia,13171
1.308870994,-0.902028012,Lanier County,Georgia,13173
1.355612133,-0.610162393,Laurens County,Georgia,13175
1.50297431,-1.212245504,Lee County,Georgia,13177
1.666804279,0.442170889,Liberty County,Georgia,13179
1.155734237,-0.775064303,Lincoln County,Georgia,13181
1.243235763,-0.659779512,Long County,Georgia,13183
1.949327949,-0.377102616,Lowndes County,Georgia,13185
1.639489232,-1.467412583,Lumpkin County,Georgia,13187
1.508370743,-0.384244878,McDuffie County,Georgia,13189
1.101703208,-0.415567661,McIntosh County,Georgia,13191
1.113613916,0.563319494,Macon County,Georgia,13193
1.596846445,-1.333653418,Madison County,Georgia,13195
0.951801737,-0.459749253,Marion County,Georgia,13197
1.211220875,-0.316729758,Meriwether County,Georgia,13199
0.901917704,-1.110333254,Miller County,Georgia,13201
1.228166278,-0.201607465,Mitchell County,Georgia,13205
1.420431218,-0.904569646,Monroe County,Georgia,13207
1.160399928,-1.147383713,Montgomery County,Georgia,13209
1.30677289,-0.903264192,Morgan County,Georgia,13211
1.646744019,-1.748788913,Murray County,Georgia,13213
2.54510831,0.386716162,Muscogee County,Georgia,13215
2.176686763,0.048045092,Newton County,Georgia,13217
1.889507374,-0.897264502,Oconee County,Georgia,13219
1.113967942,-0.927058142,Oglethorpe County,Georgia,13221
2.28482068,-0.908170763,Paulding County,Georgia,13223
1.840656725,-0.061422813,Peach County,Georgia,13225
1.71010705,-1.773811467,Pickens County,Georgia,13227
1.337136267,-1.942741077,Pierce County,Georgia,13229
1.509322548,-1.769864262,Pike County,Georgia,13231
1.714190451,-1.346570554,Polk County,Georgia,13233
1.242933507,-0.791417402,Pulaski County,Georgia,13235
1.381782924,-0.864479617,Putnam County,Georgia,13237
0.764215275,-0.220971999,Quitman County,Georgia,13239
1.23468656,-1.47175973,Rabun County,Georgia,13241
0.805481457,0.229109969,Randolph County,Georgia,13243
2.379928162,0.689560706,Richmond County,Georgia,13245
2.422829421,0.544465685,Rockdale County,Georgia,13247
1.081148685,-1.300415871,Schley County,Georgia,13249
0.922441106,-0.362527352,Screven County,Georgia,13251
1.137161039,-0.68084586,Seminole County,Georgia,13253
2.105513912,-0.514520512,Spalding County,Georgia,13255
1.74301229,-1.431835449,Stephens County,Georgia,13257
0.706308332,0.41576386,Stewart County,Georgia,13259
1.385058439,0.04539918,Sumter County,Georgia,13261
0.798791009,0.514664401,Talbot County,Georgia,13263
0.518956958,0.445713874,Taliaferro County,Georgia,13265
1.308748922,-1.110068073,Tattnall County,Georgia,13267
